Paper,Question_Number,Question_Text,Option_A,Option_B,Option_C,Option_D,Subject,Raw_Options_Text
Chhatrapati_Sambhajinagar_Police_Paper,5,९ 5) २४ ()१५ 1)) २०,,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,६७,"एका माणसाची ओळख करुन देतांना एक स्त्री म्हणाली की, त्याची आई माझ्या वडीलांची",एकुलती एक मुलगी आहे तर त्या माणसाचे त्या स्त्रीशी नाते काय ?,,,,,एकुलती एक मुलगी आहे तर त्या माणसाचे त्या स्त्रीशी नाते काय ?
Chhatrapati_Sambhajinagar_Police_Paper,4,वडील 193) पती (१) भाऊ 19) मुलगा,,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,६८,"131171२ म्हणजेच १,२,३,४,५,६ असेल तर 1२% 114171२ म्हणजे काय असेल ?",,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,24,"५.२,३,४,५,६८ 3) ६,२,३,४,५,६ €' ) ६,३,२,४,५,६ 139) १,२,३,४,५,६",,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,६९,"गायत्रीकडे इशारा करत मोहन म्हणाला की, ती माझ्या वडीलांच्या वडीलांची एकुलत्याएक","मुलाची बायको आहे, तर गायत्री व मोहनचे नाते कोणते र",,,,,"मुलाची बायको आहे, तर गायत्री व मोहनचे नाते कोणते र"
Chhatrapati_Sambhajinagar_Police_Paper,4,आई 3) काकू (2) बहीण 1)) वहिनी त ट्र 3,,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,७०,"७11२-28, फाा&1२- 30 तर ए&1पारारे ? ता",,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,4,५८ ७) ८५ (7) ६८ 13) ८६ ना,,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,७२,"2224, ४४४७, १९3९3१९. ?",४७७),19009४,2ए्ट्रा),2९९४2. डी,,£) ४७७) )19009४ (0) 2ए्ट्रा) 13) 2९९४2. डी
Chhatrapati_Sambhajinagar_Police_Paper,७२,२०५५-४३ -१८-६४०-?,ष्र गयहगा-ात््ययाह-ड रा र,६००,९३,"९६६५ >२, १२, १६, २५, ३६ यापैकी गटात न बसणारी संख्या निवडा ""६३६१६९१२ क खालील पैकी गटात न बसणारी आकृती निवडा १» ट्र धर[७- 5टभ01€0 एपी 01९६1 $टभाशा ७्ण)",,"ष्र गयहगा-ात््ययाह-ड रा र &) ६०० 8) ९३ ७) ९६ 0) ६५ > ७३) २, १२, १६, २५, ३६ यापैकी गटात न बसणारी संख्या निवडा ""६ &) ३६ 8) १६ 0) ९ 0०) १२ क खालील पैकी गटात न बसणारी आकृती निवडा १» ट्र धर (10) [७- 5टभ01€0 एपी 01९६1 $टभाशा ७्ण)"
Chhatrapati_Sambhajinagar_Police_Paper,७६,,,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,७७,,,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,७८,,,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,७९,,,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,८०,,,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,८२,,,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,८२,,,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,८३,,डो एका कापडाच्या तुकडयातून १२ रुमाल तयार होत असतील तर १०८ रुमाल करण्यासाठी किती कापडाचे तुकडे लागतील.,,,,,डो एका कापडाच्या तुकडयातून १२ रुमाल तयार होत असतील तर १०८ रुमाल करण्यासाठी किती कापडाचे तुकडे लागतील.
Chhatrapati_Sambhajinagar_Police_Paper,9,१० 8) ९,७)८,"७ र आज रविवार आहे, परवा २० तारीख होती, तर पुढच्या रविवारची तारीख किती",,,,") ७)८ 0) ७ र आज रविवार आहे, परवा २० तारीख होती, तर पुढच्या रविवारची तारीख किती"
Chhatrapati_Sambhajinagar_Police_Paper,5,२९ 8) ३० 0२८ 9) २७,जहाज : समुद्र : : चंद्र : ?,,,,,जहाज : समुद्र : : चंद्र : ?
Chhatrapati_Sambhajinagar_Police_Paper,5,आकाश 8) तारे 0) सुर्य 0) पृथ्वी द्र,"९, ८, २७, ६४, २ जग अह अळ्रे 11",,,,,"९, ८, २७, ६४, २ जग अह अळ्रे 11"
Chhatrapati_Sambhajinagar_Police_Paper,5,८१ 8) २५० 0) १२५ 0) २२५ त,हत ९ ह तभ९९०१४०॥,खालीलपेकी कोणाच्या हालचाली निवंत्रित करतात. 6- र १४,,,,हत ९ ह तभ९९०१४०॥ 8) खालीलपेकी कोणाच्या हालचाली निवंत्रित करतात. 6- र १४
Chhatrapati_Sambhajinagar_Police_Paper,8,क्षेपणास्त्र 8) विमान (९) उपग्रह 0) मेट्रो रेल्वे की,न्य्टी ॥६२?९०| काय आहे. त,,,,,न्य्टी ॥६२?९०| काय आहे. त
Chhatrapati_Sambhajinagar_Police_Paper,8,पृथ्वीला मधोमध कापणारी काल्पनिक रेषा र्ड,,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,8,इंटरनेटसाठी वापरलेला पोल,,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,७,विविध देशांच्या पोलौस यंत्रणेमध्ये समन्वय साधणारी संघटना,,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,0,15२0 ने सोडलेला अंतरराष्ट्रीय उपग्रह,भारताच्या सर्वात दक्षिणेला असलेला भाग कोणता,केरळ,लक्षव्दीप,तमिळनाडूअंदमान-निकोबार खालीलपैकी महाराष्ट्राचा कोणत्या जिल्हयाची सीमा कर्नाटक राज्याला लागुन नाही.परभणीउस्मानाबादसोलापुरसांगली र्न या आकृती मध्ये किती चौरस आहेत.,,भारताच्या सर्वात दक्षिणेला असलेला भाग कोणता &) केरळ 8) लक्षव्दीप (0) तमिळनाडू 9) अंदमान-निकोबार खालीलपैकी महाराष्ट्राचा कोणत्या जिल्हयाची सीमा कर्नाटक राज्याला लागुन नाही. &) परभणी 8) उस्मानाबाद 0) सोलापुर 9) सांगली र्न या आकृती मध्ये किती चौरस आहेत.
Chhatrapati_Sambhajinagar_Police_Paper,5,८ 8) १० (७2 0) ६२,टेलिस्कोप : तारे :: मायक्रोस्कोप : ?,सुं,चंद्र,संटेलाईटबॅक्टेरिया (1६4) [७- 5टभ01€0 एपी 01९६1 $टभाशा,,टेलिस्कोप : तारे :: मायक्रोस्कोप : ? “) सुं 8) चंद्र 0) संटेलाईट 0) बॅक्टेरिया (1६4) [७- 5टभ01€0 एपी 01९६1 $टभाशा
Chhatrapati_Sambhajinagar_Police_Paper,८५,त सर्वांधिक जुने विद्यापीठ कोणते?,,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,4,शिवाजी विद्यापीठ 8) मुंबई विद्यापीठ,,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,0,सावित्रीबाई फुले पुणे विद्यापीठ 0) बाबासाहेब आंबेडकर मराठवाडा विद्यापीठ,,,,,,
Chhatrapati_Sambhajinagar_Police_Paper,८६,खालीलपैकी कोणत्या ठिकाणी पोलीस आयुक्तालय नाही?,सोलापूर,नाशिक,अमरावती,नांदेड,,£) सोलापूर 8) नाशिक 0) अमरावती 0) नांदेड
Chhatrapati_Sambhajinagar_Police_Paper,८७,व्हीटॅमीन सी कोणत्या फळात सर्वात जास्त आढळते?,र,संत्री,गाजर,केळटरबूज,,र &) संत्री 8) गाजर 0) केळ 0) टरबूज
Chhatrapati_Sambhajinagar_Police_Paper,८८,"सिल्लोड ते पैठण अंतर -१८० किमी, पैठण ते वैजापूर अंतर -१०० किमी,",1 वैजापूर ते सिल्लोड अंतर-१०० किमी लांब असेल आणि सरासरी वेग ४० किमी/तास ्ि असेल तर एकूण किती तासांमध्ये एक व्यक्‍ती सिल्लोड-वैजापूर-पैठण-सिल्लोड हा स्स्ति प्रवास पुर्ण करेल ? 1६० डच ७० ६“ ः 4») ९ तास ३० मिनिट ट्र,९ तास ५० मिनिट न शि 22 भः २ ध्र्ध्‌,७ तास,७ तास ३० मिनिट र (०४ प धा पृथ्वीचा व्यास १२७३० किमी असेल तर उत्तरध्रृव ते दक्षिणध्रुव अंतर कापण्यासाठी दर २०० किमी प्रती तास वेग असणा-या एका विमानाला किती वेळ लागेल ? श७ र्क१०० तास८० तास१२० तास१५० तास (४०,,1 वैजापूर ते सिल्लोड अंतर-१०० किमी लांब असेल आणि सरासरी वेग ४० किमी/तास ्ि असेल तर एकूण किती तासांमध्ये एक व्यक्‍ती सिल्लोड-वैजापूर-पैठण-सिल्लोड हा स्स्ति प्रवास पुर्ण करेल ? 1६० डच ७० ६“ ः 4») ९ तास ३० मिनिट ट्र 8) ९ तास ५० मिनिट न शि 22 भः २ ध्र्ध्‌ 0) ७ तास 0) ७ तास ३० मिनिट र (०४ प धा पृथ्वीचा व्यास १२७३० किमी असेल तर उत्तरध्रृव ते दक्षिणध्रुव अंतर कापण्यासाठी दर २०० किमी प्रती तास वेग असणा-या एका विमानाला किती वेळ लागेल ? श७ र्क &) १०० तास 8) ८० तास 0) १२० तास 0) १५० तास (४०
Chhatrapati_Sambhajinagar_Police_Paper,९०,एक पाण्याची टाकी एका नळाच्या प्रवाहाने दोन तासात पूर्ण भरते आणि दुस-या 1०९,नळाच्या प्रवाहाने आठ तासात पूर्ण भरते जर दोन्ही नळ एकाच वेळी चालू केले तर | 2८ टाकी पूर्ण भरण्यासाठी किती तास लागतील. ? प्श्र्र ॥ गै ह,२ तास ३० मिनिट,१ तास ३० मिनिट र श्र,१ तास ३६ मिनिट१ तास ६० मिनिट धा -एक रेल्वे मुंबईहून नागपूरला निघाली. दुसरी रेल्वे नागपूरवरून मुंबईला त्याच वेळी ना च निघाली. दोन्ही रेल्वेंचा वेग १०० किमी प्रतितास आहे आणि त्या चार तासांनंतर टा पम व एकमेकांना एका जागी भेटल्या तर मुंबई ते नागपूर एकूण अंतर किती असेल ? दर४०० किमी१६०० किमी८०० कमी६०० किमी क,,नळाच्या प्रवाहाने आठ तासात पूर्ण भरते जर दोन्ही नळ एकाच वेळी चालू केले तर | 2८ टाकी पूर्ण भरण्यासाठी किती तास लागतील. ? प्श्र्र ॥ गै ह 4) २ तास ३० मिनिट 8) १ तास ३० मिनिट र श्र 0) १ तास ३६ मिनिट 0) १ तास ६० मिनिट धा - (ठे) एक रेल्वे मुंबईहून नागपूरला निघाली. दुसरी रेल्वे नागपूरवरून मुंबईला त्याच वेळी ना च निघाली. दोन्ही रेल्वेंचा वेग १०० किमी प्रतितास आहे आणि त्या चार तासांनंतर टा पम व एकमेकांना एका जागी भेटल्या तर मुंबई ते नागपूर एकूण अंतर किती असेल ? दर &) ४०० किमी 8) १६०० किमी 0) ८०० कमी ७) ६०० किमी क
Chhatrapati_Sambhajinagar_Police_Paper,०९२,आजपासून पाच वर्षांपुवी मोहन आणि त्याचा मुलगा रवि यांच्या वयाची बेरीज,२4 मोहनच्या आजच्या वया इतकी असेल तर रविचे आजचे वय काय आहे. ? ञ्ऱ्ऱ ।,५ वर्षे,६१० वर्षे,१५ वर्षे२० वषे त टि 0४8० का श्र र्ट ट्र १? न -£ 1 शी 600१र्म,,२4 मोहनच्या आजच्या वया इतकी असेल तर रविचे आजचे वय काय आहे. ? ञ्ऱ्ऱ । £) ५ वर्षे 8) ६१० वर्षे 0) १५ वर्षे ०) २० वषे त टि 0४8० का श्र र्ट ट्र १? न -£ 1 शी 600१ (12) र्म
Chhatrapati_Sambhajinagar_Police_Paper,१,एग 4&- सि मा श्र,[७- 5टभ01€0 एपी 01९६1 $टभाशा,,,,,[७- 5टभ01€0 एपी 01९६1 $टभाशा
Chhatrapati_Sambhajinagar_Police_Paper,९३,क या आकृतीतील कोण / चे माप किती?,टी उ र्ढ),,,,,टी उ र्ढ)
Chhatrapati_Sambhajinagar_Police_Paper,९५,,२०,र,८०,१६० 28१: (८-११ >?3१ -- ७२(८७)*2 8१02७१ -- ७१ -- 200 ८०० से.मी. -- ७५० से.मी. 1 ५५० से.मी. ऱ्‌ ....... कि.मी.,,ठी) २० 3) र 0) ८० 10) १६० 28१: (८-१ १9)१ >? &) 3१ -- ७२ 3) (८७)* (2) 2 8१02 ]3) ७१ -- ७१ -- 200 ८०० से.मी. -- ७५० से.मी. 1 ५५० से.मी. ऱ्‌ ....... कि.मी.
Chhatrapati_Sambhajinagar_Police_Paper,4,२१०० कि.मी. 1) ०.०२१ कि.मी. (0) ०.२१ कि.मी. 13) २.१ कि.मी.,"एका देशाचे संपुर्ण क्षेत्रफळ ५५००० चौ.कि.मी. असेल, आणि त्या देशात एकुण २० राज्य असतील तर राज्यांचे सरासरी क्षेत्रफळ किती ?",२५०० चौ. कि.मी.,२५० चौ. कि.मी. ले शि,५००० चौ. कि.मी.) ५०० चौ. कि.मी. 1६२० 3.(62,,"एका देशाचे संपुर्ण क्षेत्रफळ ५५००० चौ.कि.मी. असेल, आणि त्या देशात एकुण २० राज्य असतील तर राज्यांचे सरासरी क्षेत्रफळ किती ? /.) २५०० चौ. कि.मी. 13) २५० चौ. कि.मी. ले शि (2) ५००० चौ. कि.मी. 1)) ५०० चौ. कि.मी. 1६२० 3 ०). ८) (62"
Chhatrapati_Sambhajinagar_Police_Paper,९७,9-४ -- 67: च? त्या न,शः,११७,७६५,"२९७९४५ (४ ता 400, 9-३80, (-360, एर्‌? ५2 टर३४०३४२०४०० ११६२ १ प्रश्‍नचिन्हाच्या जागी कोणता अक्षरगट येईल ? क्रि गा: पाटाप :: जाट : ? मु0101.1जायमाज17२९ 5 १००) मालिका पुर्ण करा. २, ५, १९, २३, ?२९३५२६) ४७ 1 अ. & 5 प ता 25 द र ति १४०) २1 रा 7 ७ दाया न क्या 1 र 2- 2 &ए ॥ 2 || र? ेे [७- 5टभ01€0 एपी 01९६1 $टभाशा 7 एड! त$टझात्ड ति हे एावाडव०र० कल्प 6 ॥श0 ! १5९ 5000555 ७ लोगो वर टांट< करुन जॉईन व्हा ७ ललिता १5८ 5000६55 (र न॥11|0505(1(0€55",,"शः 4) ११७ ७) ७६५ ९) २९७ 3) ९४५ (४ ता 400, 9-३80, (-360, एर्‌? ५2 टर 2) ३४० 93) ३ 0) ४२० 13) ४०० ११६२ १ प्रश्‍नचिन्हाच्या जागी कोणता अक्षरगट येईल ? क्रि गा: पाटाप :: जाट : ? मु /) 010 ७) 1.1जाय (९) माज 13) 17२९ 5 १००) मालिका पुर्ण करा. २, ५, १९, २३, ? &)२९ ७) ३५ (7) २६ 1)) ४७ 1 अ. & 5 प ता 25 द र ति १४०) २1 रा 7 ७ दाया न क्या 1 र 2- 2 &ए ॥ 2 || र? ेे [७- 5टभ01€0 एपी 01९६1 $टभाशा 7 एड! त$टझात्ड ति हे एावाडव०र० कल्प 6 ॥श0 ! १5९ 5000555 ७ लोगो वर टांट< करुन जॉईन व्हा ७ ललिता १5८ 5000६55 (र न (0)॥11|0505(1(0€55"
Dhule_Police_Paper,1५,"2.7, 0. । या चार अंकापासुन बनणारो चार अंको सवांत मोटो संख्या ब सर्वांत लहान संख्या यामधील",फरक कितो ?,,,,,फरक कितो ?
Dhule_Police_Paper,4,6183 ४) 7083 ९) 6283 ७) 5940,51 378 २ 5 /4 ?,,,,,51 378 २ 5 /4 ?
Dhule_Police_Paper,4,13/12 8) 1112 €९)8/13 ७) 13 /8,"16 37.45, 55, 43 या संख्यांची सरासरी कितो -? ब १5%:",०४,,,,"16 37.45, 55, 43 या संख्यांची सरासरी कितो -? ब १5%: ०) ०४ 0)"
Dhule_Police_Paper,17,ताशी 72 किलोमीटर बेगाने जाणारी गाडी । सेकंदात किती मौटर जाईल ? धळ,,,,,,
Dhule_Police_Paper,१२०,.. छ) 36 टो??? - ७)60,अ पाच्या न्न,,,,,अ पाच्या न्न र)
Dhule_Police_Paper,8,123321 8) 12323) ९) 13232) ७) 12233),धक,७) 25 ब4 ८70 असल्यास त्यांच्या कणांची ळा,"12 . तर पुढोल वषी ०२ एप्रिल २०२४ रोजी कोणता वार 52क्षा64 एपी 0क्षा$टक्षाश म ""35.",,,"धक ) ७) 25 ब4 ८70 असल्यास त्यांच्या कणांची ळा ७) 12 . तर पुढोल वषी ०२ एप्रिल २०२४ रोजी कोणता वार 52क्षा64 एपी 0क्षा$टक्षाश म ""35."
Dhule_Police_Paper,37,,-38. - 39. आ आ 3... ४11) पल्स - 2021 00. 02.04. 2023 एछल्डपंठक रित्रझ्ल 5९ तोरणमाळ हे थंड हवेचे ठिकाण कोणत्या जिल्हयात आहे ? (22 नंदुरबार,छत्रपती संभाजीनगर,जळगाव,नाशिक खालीलपैको कोणते अभयारण्य धुळे जिल्हयात आहे ? गचांदोलीअनेरघरणनांदूर-मधमेश्वरयावल महाराष्ट्राचा राज्य प्राणी कोणता आहे. ?हरिणबाघशेकरुगबा सन १९३६ साली राष्ट्रीय काँग्रेसचे अधिवेशन खालीलपैकी कोणत्या ठिकाणी झाले होतें ?नवापूरशिरपूर ट्र फैजपूरनागपूर भारतीय दंड संहोता ९८६० मध्ये एकुण कितो कलमे समाविष्ट केलेली आहेत ?,,-38. - 39. आ आ 3... ४11) पल्स - 2021 00. 02.04. 2023 एछल्डपंठक रित्रझ्ल 5९ तोरणमाळ हे थंड हवेचे ठिकाण कोणत्या जिल्हयात आहे ? (22 नंदुरबार 9) छत्रपती संभाजीनगर () जळगाव 1) नाशिक खालीलपैको कोणते अभयारण्य धुळे जिल्हयात आहे ? ग &) चांदोली ७) अनेरघरण €) नांदूर-मधमेश्वर 1) यावल महाराष्ट्राचा राज्य प्राणी कोणता आहे. ? &) हरिण ७) बाघ ४) शेकरु 0) गबा सन १९३६ साली राष्ट्रीय काँग्रेसचे अधिवेशन खालीलपैकी कोणत्या ठिकाणी झाले होतें ? &) नवापूर 9) शिरपूर ट्र फैजपूर ७) नागपूर भारतीय दंड संहोता ९८६० मध्ये एकुण कितो कलमे समाविष्ट केलेली आहेत ?
Dhule_Police_Paper,2,510 छ) 511 ९) 512 ७) $15,&11 चे पूर्ण रुप काय आहे ?,हात तट निट,1 11फ़ह जिल),"अखकट्त गलाल निंडलीव८यापैकी नाही. बिधानसभा सदस्यत्वाकरिता वयाची किमान पात्रता किती आहे. ? श्र) २५ बर्च पूर्ण३० बर्ष पूर्ण१८ बर्ष पूर्ण३५ बर्ष पूर्ण महाराष्ट्रात स्थानिक स्वराज्य संस्थांमध्ये महीलांना किती टक्के आरक्षण ठेवण्यात आलेले आहे ?33%30%25%यापैकी नाही ४ & न महाराष्ट्र पोलीस अंकंडमी खालीलपैकी कोणत्या शहरात आहे. ?मुंबईनागपूरपुणेनाशिक ' अस्ट्रॉंनोमी ' हो संज्ञा खालोलपैकी कशाच्या अभ्यासाशो संबंधित आहे ?हवापात्नग्रह - तारेकौटकहाडे * अंतिषीया ' या आजारामध्ये रक्तामध्ये खालोलपैकी कोणत्या घटकाचा तुटवडा असतो ? **व्हिटामीन-9 12लोहफॉलीक अँसोडयापैको सर्व खालीलपैको कोणते जीवनसत्व हे पाण्यात विरघळणारे जीवनसत्व आहे ?अड ०ई ८ महाराष्ट्र राज्याचे विदयमान पोलोस महासंचालक कोण आहेत. ? ता रजनीश सेटविवेक फणसाळकर॒विश्वास नांगरे पाटीलयापैकी नाही ""ज्याना ज्याचा छट उ $5टक्षा&4 एप 0क्षो5$टक्षाक्ष बा",,"&11 चे पूर्ण रुप काय आहे ? ह) हात तट निट 9) 1 11फ़ह जिल) €) अखकट्त गलाल निंडलीव८ 13) यापैकी नाही. बिधानसभा सदस्यत्वाकरिता वयाची किमान पात्रता किती आहे. ? श्र) २५ बर्च पूर्ण ७) ३० बर्ष पूर्ण €) १८ बर्ष पूर्ण ७) ३५ बर्ष पूर्ण महाराष्ट्रात स्थानिक स्वराज्य संस्थांमध्ये महीलांना किती टक्के आरक्षण ठेवण्यात आलेले आहे ? &) 33% 8) 30% ९) 25% 10) यापैकी नाही ४ & न महाराष्ट्र पोलीस अंकंडमी खालीलपैकी कोणत्या शहरात आहे. ? &) मुंबई 8) नागपूर ९) पुणे ८७) नाशिक ' अस्ट्रॉंनोमी ' हो संज्ञा खालोलपैकी कशाच्या अभ्यासाशो संबंधित आहे ? &) हवापात्न 9) ग्रह - तारे ९) कौटक 0) हाडे * अंतिषीया ' या आजारामध्ये रक्तामध्ये खालोलपैकी कोणत्या घटकाचा तुटवडा असतो ? ** $)व्हिटामीन-9 12 9) लोह ९) फॉलीक अँसोड 0) यापैको सर्व खालीलपैको कोणते जीवनसत्व हे पाण्यात विरघळणारे जीवनसत्व आहे ? श0)अ 9)ड ०ई ८ महाराष्ट्र राज्याचे विदयमान पोलोस महासंचालक कोण आहेत. ? ता रजनीश सेट 9) विवेक फणसाळकर॒ ८९) विश्वास नांगरे पाटील ७) यापैकी नाही ""ज्याना ज्याचा छट उ $5टक्षा&4 एप 0क्षो5$टक्षाक्ष बा"
Dhule_Police_Paper,45,,"बा चड पर. जै हि आत एजपात एमात्ह प्ल्ल'ज्ाह( - 2021 0६ 02,04,2023 एम्स्ब्धमाएल न महाराष्ट्र राज्याचे चिदयमान राज्यपाल कोण आहेत ? 0 घगतसिंग कोश्यारी",रमेश बैस,सौ.विदयासागर राब.,यापैकी नाही राज्यस्तरोय खाशाबा जाधव चक कुस्ती स्पर्धा ही फेब्रुवारी-२०२३ मध्ये कोणत्या शहरात पार पडली ? कोल्हापूर नजळगावकोल्हापूरसाताराभ्‌ळे (६ सन २०२२ मधील मेजर घ्यानचंद खेलरत्न पुरस्कार खालोलपैकी कोणत्या खेळाडूला देण्यात आला?नौरज चोप्राअचंता शरद कमल'मितालो राजसुत्ौल ऐेत्री न. रै. सन २०२३ मधील (0-२० परिषद खालोल पैकी कोणत्या देशात होणार आहे? झीअमेरिकाचौनफ्रान्स. पारतं पेनिसिलीन या औषधाचा शोध खालोलपैको कोणत्या शास्त्रज्ञाने लावला 2. (१ अलेक्झांडर फलेपिंगलूई पाश्‍चरसो.क्हौ. रापण”डो.हरगोबिंद खुराणा बंरोमौटर हे उपकरण काय मोजण्यासाठी वापरले जाते. ?समुद्रसपाटी पासूनची उंचोबा-याचा वेग'बातावरणाचा दाब) शरौराचे तापमान €६-- खालीलपैकी कोणत्या राज्याचो सोमा महाराष्ट्र राज्याला लागून नाहो ?छत्तोसगढतेलंगाणाकनाटकआंध्र प्रदेश (> खालीलपैकी कोणते शहर हिमाचल प्रदेशची दुसरो राजधानी (हिवाळी राजधानी) म्हणून घोषित करण्यात आलेले आहे? भा,,"बा चड पर. जै हि आत एजपात एमात्ह प्ल्ल'ज्ाह( - 2021 0६ 02,04,2023 एम्स्ब्धमाएल न महाराष्ट्र राज्याचे चिदयमान राज्यपाल कोण आहेत ? 0 घगतसिंग कोश्यारी 9) रमेश बैस 0९) सौ.विदयासागर राब. 1) यापैकी नाही राज्यस्तरोय खाशाबा जाधव चक कुस्ती स्पर्धा ही फेब्रुवारी-२०२३ मध्ये कोणत्या शहरात पार पडली ? कोल्हापूर न 1) जळगाव £) कोल्हापूर 1) सातारा ४] भ्‌ळे (६ सन २०२२ मधील मेजर घ्यानचंद खेलरत्न पुरस्कार खालोलपैकी कोणत्या खेळाडूला देण्यात आला? /*) नौरज चोप्रा 9) अचंता शरद कमल (९) 'मितालो राज ०) सुत्ौल ऐेत्री न. रै. सन २०२३ मधील (0-२० परिषद खालोल पैकी कोणत्या देशात होणार आहे? झी /) अमेरिका ४) चौन ९) फ्रान्स 31). पारतं पेनिसिलीन या औषधाचा शोध खालोलपैको कोणत्या शास्त्रज्ञाने लावला 2. (१ अलेक्झांडर फलेपिंग ४) लूई पाश्‍चर ९) सो.क्हौ. रापण” ])) डो.हरगोबिंद खुराणा बंरोमौटर हे उपकरण काय मोजण्यासाठी वापरले जाते. ? &) समुद्रसपाटी पासूनची उंचो 8) बा-याचा वेग () 'बातावरणाचा दाब 1)) शरौराचे तापमान €६-- खालीलपैकी कोणत्या राज्याचो सोमा महाराष्ट्र राज्याला लागून नाहो ? /) छत्तोसगढ ७) तेलंगाणा (९) कनाटक 0) आंध्र प्रदेश (> खालीलपैकी कोणते शहर हिमाचल प्रदेशची दुसरो राजधानी (हिवाळी राजधानी) म्हणून घोषित करण्यात आलेले आहे? भा"
Dhule_Police_Paper,4,ध्मशाळा 8] सिमला ०) कुलू 0) मनाली,ध्ऱ दी 80 महात्मा गांधी - राजपाट,डॉ.न्राबासाहेब आंबेडकर - दिक्षाभूमी,,,,ध्ऱ दी 80 महात्मा गांधी - राजपाट ७) डॉ.न्राबासाहेब आंबेडकर - दिक्षाभूमी
Dhule_Police_Paper,0,इंदोरा गांधो - शक्‍तोस्थळ 0) लाल बाादूर शास्त्रा - बिजप घाट,- लत कपी तालुक्यांची संख्या असणारा जिल्हा कोणता ? टे ळे,नंदुरबार,हिंगोली,बाशिम,,- लत कपी तालुक्यांची संख्या असणारा जिल्हा कोणता ? टे ळे 9) नंदुरबार ८९) हिंगोली ७) बाशिम
Dhule_Police_Paper,50,.. महाराष्ट्र पोलोस दलाच्या मुखपत्राचे नाव काय आहे ?,$,एकता,समता,"बघुतादक्षता खालीलपैकी, कोणता पर्याय योग्य आहे ?राजा राममोहन रोय - ब्राम्हो समाजस्वामो विवेकानंद - रामकृष्ण मिशनस्वामी दयानंद सरस्वती - आर्य समानगो.कृ. गोखले -भारत सेवक समानअव कबरोबरअबब बरोबरअ व ड बरोबर ,सवं बरोबर हज भै $5टक्षा&4 एप 0क्षो5$टक्षाक्ष [अ _णभण 3, । ह 29१“ ह/ |0६०2.042023 0एल्डपेठा सरल इल. भा 52 १ टेराबाईट «> ?१०२४ किलोबाईट०२४ शिगाबाईट१०२४ मेगाबाईट१०२४ पेंटाबाईट",,"$ 8) एकता ७) समता ९) बघुता (0) दक्षता खालीलपैकी, कोणता पर्याय योग्य आहे ? अ) राजा राममोहन रोय - ब्राम्हो समाज ब) स्वामो विवेकानंद - रामकृष्ण मिशन क) स्वामी दयानंद सरस्वती - आर्य समान ड) गो.कृ. गोखले -भारत सेवक समान ) अव कबरोबर ४9) अबब बरोबर 0) अ व ड बरोबर , 2) सवं बरोबर हज भै $5टक्षा&4 एप 0क्षो5$टक्षाक्ष [अ _णभण 3, । ह 29१“ ह/ | 1) 0६०2.042023 0एल्डपेठा सरल इल. भा 52 १ टेराबाईट «> ? &) १०२४ किलोबाईट 9) ०२४ शिगाबाईट ९) १०२४ मेगाबाईट 0) १०२४ पेंटाबाईट"
Dhule_Police_Paper,33,' अरे संसार संसार - जसा तवा चुल्यावर ' या काव्यपंक्ती कोणत्या कवोच्या आहेत?,,,,,,
Dhule_Police_Paper,१,बहीणाबाई चौघरो 9) के. कृ. दामले ९) ग.दौ.माडगुळकर॒ 10) वि.वा.शिरवाडकर,47 खालौलपैकी कोणती संस्था भारतातील बेव्होंग क्षेत्राचे नियमन करते. ?,,,,,47 खालौलपैकी कोणती संस्था भारतातील बेव्होंग क्षेत्राचे नियमन करते. ?
Dhule_Police_Paper,५,"8.8.1 ७) १४9/२9 €) सावकार ७) 1१.8.,",_55. २१ जून हा दिवस जागतीक स्तरावर काय म्हणून साजरा केला जातो. ?,अमंलोपदार्थ विरोधी दिन 94 योग दिन,लोकसंख्या दिन,शांतंता दिन,,_55. २१ जून हा दिवस जागतीक स्तरावर काय म्हणून साजरा केला जातो. ? &) अमंलोपदार्थ विरोधी दिन 94 योग दिन €) लोकसंख्या दिन 0) शांतंता दिन
